Date,VAT Quarter,Quarter Number (HMRC),Supplier Name,Description / Memo, Gross Amount (£) , VAT (£) , Net Amount (£) ,Notes
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ABDUL MUQEETH AHSA    	PAY GRP	"," 1,060.86 ",," 1,060.86 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ABDUL RAHMAN ALI S    	PAY GRP	", 268.80 ,, 268.80 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ABDUL RAHMAN ALI S    	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ABDULLAH              	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ABDULLAH              	PAY GRP	", 0.10 ,, 0.10 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ABHINAV REDDY         	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"AHMED AFTAB           	PAY GRP	"," 1,060.86 ",," 1,060.86 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ALI HAIDER            	PAY GRP	", 940.80 ,, 940.80 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"AZIZ ULLAH            	PAY GRP	", 806.40 ,, 806.40 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"DANISH ABDUL KAREE    	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"DIVYA BHUKYA          	PAY GRP	"," 1,332.91 ",," 1,332.91 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"FARHAN KHAN           	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"FAWAD KHAN            	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"JAWAHARLAL RAMAVAT    	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"KRISHNA ARAVALLI      	PAY GRP	", 806.40 ,, 806.40 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"KRISHNA ARAVALLI      	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MAMATHA CHIKATIMAM    	PAY GRP	"," 1,060.86 ",," 1,060.86 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MITESHKUMAR PATEL     	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR -- MOHIT           	PAY GRP	", 806.40 ,, 806.40 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR A PAKKER           	PAY GRP	"," 1,177.46 ",," 1,177.46 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR ASFANDYAR KHAN     	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR DEEPAK KOLLIPAR    	PAY GRP	"," 1,177.46 ",," 1,177.46 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR FARHAN SHABBIR     	PAY GRP	"," 1,332.91 ",," 1,332.91 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR K ANWAR            	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR MUHAMMAD AFTAB     	PAY GRP	"," 1,332.91 ",," 1,332.91 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR MUHAMMAD HAMZA     	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR SAI BANDI          	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR ZEESHAN AKBAR      	PAY GRP	", 940.80 ,, 940.80 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MS I LIAQUAT          	PAY GRP	"," 1,177.46 ",," 1,177.46 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MUHAMMAD ARSLAN KH    	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MUHAMMAD NISAR        	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"NAQASH KHAN           	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"NAVEEN KUMAR KUKAT    	PAY GRP	", 940.80 ,, 940.80 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"NULL IMRAN MOHAMME    	PAY GRP	"," 2,082.64 ",," 2,082.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"NULL JATIN BATHULA    	PAY GRP	"," 1,177.46 ",," 1,177.46 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"PRASHANTH SEEMALA     	PAY GRP	"," 1,177.46 ",," 1,177.46 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"PRUDHVI MANDAVA       	PAY GRP	", 940.80 ,, 940.80 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"PRUDHVI MANDAVA       	PAY GRP	", 469.84 ,, 469.84 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"PUNEET KUMAR          	PAY GRP	", 806.40 ,, 806.40 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"RAB KHAN              	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"SANDHYA DOSALE        	PAY GRP	", 940.80 ,, 940.80 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"SHABAAZ MOHAMMED      	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"SUMANTH REDDY SAND    	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"SUNIL DUGGINENI       	PAY GRP	"," 1,060.86 ",," 1,060.86 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"SYED ABRAR ALI        	PAY GRP	", 806.40 ,, 806.40 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"TADI REDDY            	PAY GRP	"," 1,177.46 ",," 1,177.46 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"VIJAY KUMAR CHERIP    	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"VITTAL ROY GADDAM     	PAY GRP	", 873.04 ,, 873.04 ,
06/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"JAWARIA KHALID        	PAY GRP	"," 4,168.09 ",," 4,168.09 ",
06/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR COLIN A JONES      	PAY GRP	", 171.00 ,, 171.00 ,
06/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"RANDHIR TRILOCHUN     	THANKS GRP	", 159.99 ,, 159.99 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ABDUL SHAIK           	PAY GRP	", 840.00 ,, 840.00 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ADNAN HANIF           	PAY GRP	", 800.00 ,, 800.00 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ANANIA RABOSEA        	PAY GRP	", 375.25 ,, 375.25 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"JAMSHED AHMED KHAN    	PAY GRP	"," 2,314.55 ",," 2,314.55 ",
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"M KHAN                	PAY GRP	", 114.00 ,, 114.00 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MANSOOR KHAN          	PAY GRP	", 330.00 ,, 330.00 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MIAN RAFI             	PAY GRP	", 765.00 ,, 765.00 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MOHAMMED IRFAN ALI    	PAY GRP	", 0.72 ,, 0.72 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR HAJI R MAHOMED     	PAY GRP	", 342.00 ,, 342.00 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR S PANUGANTI        	PAY GRP	"," 1,332.91 ",," 1,332.91 ",
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MUHAMMAD HAMZA MUN    	PAY GRP	", 640.00 ,, 640.00 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MUNAF AHMED SYED      	PAY GRP	", 730.00 ,, 730.00 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"SAI PRASANNA RAO M    	PAY GRP	", 204.25 ,, 204.25 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"UMAR IHSAN            	PAY GRP	", 400.00 ,, 400.00 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"UMME SANA             	PAY GRP	", 920.00 ,, 920.00 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"WAQAS AHMAD           	PAY GRP	", 627.00 ,, 627.00 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"AHSAN RAMZAN          	PAY GRP	", 209.00 ,, 209.00 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"AKHTIAR AHMED         	PAY GRP	", 114.00 ,, 114.00 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ANJALI JHA            	PAY GRP	", 736.25 ,, 736.25 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"AYUSH AGRAWAL         	PAY GRP	", 641.25 ,, 641.25 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"IGE OLALEKAN          	PAY GRP	", 114.00 ,, 114.00 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"KALEEM AHTESHAM       	PAY GRP	", 410.00 ,, 410.00 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR ADNAN KHAN         	PAY GRP	", 720.00 ,, 720.00 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR ARSHAD ARSHAD N    	PAY GRP	", 195.50 ,, 195.50 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR BILAL RAFI         	PAY GRP	", 640.00 ,, 640.00 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR HAFIZ TARIQ        	PAY GRP	"," 1,390.50 ",," 1,390.50 ",
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MUHAMMAD HAMMAD AU    	PAY GRP	", 114.00 ,, 114.00 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MUHAMMAD YASEEN       	PAY GRP	", 505.00 ,, 505.00 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MUSHHOOD KHAN         	PAY GRP	", 456.00 ,, 456.00 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"RAFIULLAH JABARKHA    	PAY GRP	"," 1,120.00 ",," 1,120.00 ",
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"SYED JUNAID AFRIDI    	PAY GRP	", 480.00 ,, 480.00 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"TAHAR HAMOU-ALI       	PAY GRP	", 769.50 ,, 769.50 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"USAMA SAEED           	PAY GRP	", 665.00 ,, 665.00 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"VASIL VASILEV         	PAY GRP	", 261.25 ,, 261.25 ,
11/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MUHAMMAD ZEESHAN      	PAY FT	"," 2,062.00 ",," 2,062.00 ",
11/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"SYED NAQVI            	PAY GRP	", 480.00 ,, 480.00 ,
17/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR COLIN A JONES      	PAY FT	", 171.00 ,, 171.00 ,
24/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MANIKANTA ALLURI      	PAY BBP	"," 1,410.00 ",," 1,410.00 ",
31/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MUHAMMAD RAHEEL AB    	PAY FT	", 600.00 ,, 600.00 ,
07/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ARSALAN KHAN          	CLN GRP	", 660.00 , 110.00 , 550.00 ,
15/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,YCB ACADEMY LIMITED,"YCB ACADEMY LIMITE    	CONSULTNACY STO	", 100.00 ,, 100.00 ,
14/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,YCB ACADEMY LIMITED,"YCB ACADEMY LIMITE    	CONSULTNACY STO	", 100.00 ,, 100.00 ,
29/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,ALLDAYPA Communication,"WWW.ALLDAYPA.COM      	ON 28 NOV BDC	", 156.80 , 26.13 , 130.67 ,
29/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,ALLDAYPA Communication,"WWW.ALLDAYPA.COM      	ON 28 DEC BDC	", 177.68 , 29.61 , 148.07 ,
20/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,BERKELEY ROWE LIMITED,"BERKELEY ROWE LIMI    	GUARDIANFM LTD BBP	"," 1,500.00 ", 250.00 ," 1,250.00 ",
21/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,BIFFA WASTE SERVICES LIMITED,"BIFFA WASTE SERVIC    	B41299 DDR	", 83.42 , 13.90 , 69.52 ,
19/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,BIFFA WASTE SERVICES LIMITED,"BIFFA WASTE SERVIC    	B41299 DDR	", 104.28 , 17.38 , 86.90 ,
23/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,BIFFA WASTE SERVICES LIMITED,"BIFFA WASTE SERVIC    	B41299 DDR	", 91.63 , 15.27 , 76.36 ,
25/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Capital Protections Ltd,"CAPITAL PROTECTION    	PAYMENT BBP	", 811.70 , 135.28 , 676.42 ,
28/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,COMPLIANCE SECURITY SERVICES LTD,"COMPLIANCE SECURIT    	AS INVOICED BBP	"," 29,409.60 "," 4,901.60 "," 24,508.00 ",
03/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,COMPLIANCE SECURITY SERVICES LTD,"COMPLIANCE SECURIT    	AS INVOICED BBP	"," 24,774.44 "," 4,129.07 "," 20,645.37 ",
27/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,COMPLIANCE SECURITY SERVICES LTD,"COMPLIANCE SECURIT    	AS INVOICED BBP	"," 14,000.00 "," 2,333.33 "," 11,666.67 ",
27/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,COMPLIANCE SECURITY SERVICES LTD,"COMPLIANCE SECURIT    	AS INVOICED BBP	"," 8,469.57 "," 1,411.60 "," 7,057.98 ",
20/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,Creditsafe Business Solutions Limited,"CREDIT SAFE           	949818 BBP	"," 1,380.00 ", 230.00 ," 1,150.00 ",
07/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,"O2                    	05331910/001 DDR	", 51.32 , 8.55 , 42.77 ,
11/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,"O2                    	GED37460874 DDR	", 29.76 , 4.96 , 24.80 ,
21/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,"O2                    	GED61207858 DDR	", 21.32 , 3.55 , 17.77 ,
07/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,"O2                    	05331910/001 DDR	", 51.32 , 8.55 , 42.77 ,
12/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,"O2                    	GED37460874 DDR	", 29.76 , 4.96 , 24.80 ,
20/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,"O2                    	GED61207858 DDR	", 21.32 , 3.55 , 17.77 ,
05/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,"O2                    	05331910/001 DDR	", 51.32 , 8.55 , 42.77 ,
11/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,"O2                    	GED37460874 DDR	", 29.76 , 4.96 , 24.80 ,
20/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,O2 (UK) LIMITED T/A Telefónica UK Limited,"O2                    	GED61207858 DDR	", 21.32 , 3.55 , 17.77 ,
16/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,SAGE SOFTWARE LTD,"SAGE SOFTWARE LTD     	PCNHPQC DDR	", 129.14 , 21.52 , 107.62 ,
16/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,SAGE SOFTWARE LTD,"SAGE SOFTWARE LTD     	PCNHPQC DDR	", 129.14 , 21.52 , 107.62 ,
16/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,SAGE SOFTWARE LTD,"SAGE SOFTWARE LTD     	PCNHPQC DDR	", 129.14 , 21.52 , 107.62 ,
07/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Wave Tel Ltd,"WAVETEL BUSINESS      	1001054 DDR	", 167.62 , 27.94 , 139.68 ,
07/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,Wave Tel Ltd,"WAVETEL BUSINESS      	1001054 DDR	", 118.07 , 19.68 , 98.39 ,
09/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Wave Tel Ltd,"WAVETEL BUSINESS      	1001054 DDR	", 114.25 , 19.04 , 95.21 ,
02/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED FT	"," 6,000.00 "," 1,000.00 "," 5,000.00 ",
11/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED BBP	"," 20,000.00 "," 3,333.33 "," 16,666.67 ",
14/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED FT	"," 25,000.00 "," 4,166.67 "," 20,833.33 ",
15/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED FT	"," 26,000.00 "," 4,333.33 "," 21,666.67 ",
21/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED BBP	"," 8,000.00 "," 1,333.33 "," 6,666.67 ",
28/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED FT	"," 6,000.00 "," 1,000.00 "," 5,000.00 ",
08/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED BBP	"," 35,000.00 "," 5,833.33 "," 29,166.67 ",
12/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED BBP	"," 30,525.00 "," 5,087.50 "," 25,437.50 ",
14/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED FT	"," 22,000.00 "," 3,666.67 "," 18,333.33 ",
03/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED FT	"," 7,000.00 "," 1,166.67 "," 5,833.33 ",
12/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED BBP	"," 35,000.00 "," 5,833.33 "," 29,166.67 ",
13/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED BBP	"," 35,000.00 "," 5,833.33 "," 29,166.67 ",
16/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED FT	"," 22,000.00 "," 3,666.67 "," 18,333.33 ",
18/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED FT	"," 7,000.00 "," 1,166.67 "," 5,833.33 ",
30/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Xtreme Professional Cleaning Ltd,"XTREME PROFESSIONA    	AS INVOICED FT	"," 8,000.00 "," 1,333.33 "," 6,666.67 ",
09/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,1Password,"1PASSWORD             CANADA	AMOUNT IN USD	4", 4.49 , 0.75 , 3.74 ,
09/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,1Password,"1PASSWORD             CANADA	AMOUNT IN USD	4", 4.22 , 0.70 , 3.52 ,
10/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,1Password,"1PASSWORD             CANADA	AMOUNT IN USD	4", 4.25 , 0.71 , 3.54 ,
23/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,AAGUARD LTD,"AAGUARD LTD           	AS INVOICED BBP	"," 6,503.04 "," 1,083.84 "," 5,419.20 ",
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,AAGUARD LTD,"AAGUARD LTD           	AS INVOICED BBP	"," 4,896.11 ", 816.02 ," 4,080.09 ",
27/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,AAGUARD LTD,"AAGUARD LTD           	AS INVOICED BBP	"," 4,892.46 ", 815.41 ," 4,077.05 ",
03/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,AB SALUTE GYM LTD,"AB SALUTE             45699BE197251049	FIRST", 37.50 ,, 37.50 ,
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,AD2000 GROUP LTD,"AD2000 GROUP LTD      	AS INVOICED BBP	", 702.00 , 117.00 , 585.00 ,
07/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,ADOBE ACROBAT,"ADOBE PRODUCTS        IRELAND	ON 07 NOV CPM	", 9.98 ,, 9.98 ,
10/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,ADOBE ACROBAT,"ADOBE ACROPRO SUBS    IRELAND	ON 10 NOV CPM	", 15.17 ,, 15.17 ,
15/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,ADOBE ACROBAT,"ADOBE ACROPRO SUBS    IRELAND	ON 14 NOV CPM	", 15.17 ,, 15.17 ,
07/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,ADOBE ACROBAT,"ADOBE PRODUCTS        IRELAND	ON 06 DEC CPM	", 9.98 ,, 9.98 ,
12/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,ADOBE ACROBAT,"ADOBE ACROPRO SUBS    IRELAND	ON 10 DEC CPM	", 15.17 ,, 15.17 ,
15/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,ADOBE ACROBAT,"ADOBE ACROPRO SUBS    IRELAND	ON 14 DEC CPM	", 15.17 ,, 15.17 ,
09/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,ADOBE ACROBAT,"ADOBE PRODUCTS        IRELAND	ON 06 JAN CPM	", 9.98 ,, 9.98 ,
10/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,ADOBE ACROBAT,"ADOBE ACROPRO SUBS    IRELAND	ON 10 JAN CPM	", 15.17 ,, 15.17 ,
16/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,ADOBE ACROBAT,"ADOBE ACROPRO SUBS    IRELAND	ON 14 JAN CPM	", 15.17 ,, 15.17 ,
22/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Alliance Facilities Management Limited,"ALLIANCE FACILITY     	AS INVOICED FT	"," 8,679.72 "," 1,446.62 "," 7,233.10 ",
23/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Alliance Facilities Management Limited,"ALLIANCE FACILITY     	AS INVOICED BBP	"," 2,176.68 ", 362.78 ," 1,813.90 ",
23/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Alliance Facilities Management Limited,"ALLIANCE FACILITY     	AS INVOICED BBP	"," 6,647.04 "," 1,107.84 "," 5,539.20 ",
28/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Alliance Facilities Management Limited,"ALLIANCE FACILITY     	AS INVOICED BBP	"," 6,000.00 "," 1,000.00 "," 5,000.00 ",
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,Alliance Facilities Management Limited,"ALLIANCE FACILITY     	AS INVOICED BBP	"," 26,093.15 "," 4,348.86 "," 21,744.29 ",
03/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Alliance Facilities Management Limited,"ALLIANCE FACILITY     	AS INVOICED BBP	", 551.00 , 91.83 , 459.17 ,
25/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Alliance Facilities Management Limited,"ALLIANCE FACILITY     	AS INVOICED BBP	"," 25,000.00 "," 4,166.67 "," 20,833.33 ",
10/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Apple,"APPLE STORE R410      	ON 09 NOV BDC	"," 1,556.95 ", 259.49 ," 1,297.46 ",
18/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Apple,"APPLE.COM/UK          IRELAND	ON 17 NOV BDC	"," 1,529.00 ", 254.83 ," 1,274.17 ",
30/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,Apple,"APPLE STORE R410      	ON 29 DEC BDC	"," 1,249.00 ", 208.17 ," 1,040.83 ",
04/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Apple,"APPLE STORE R410      	ON 03 NOV BDC	", 849.00 ,, 849.00 ,
29/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,Apple,"APPLE.COM/UK          IRELAND	ON 28 DEC BDC	", 79.00 , 13.17 , 65.83 ,
