Site Name,Address,City,Postcode,Latitude,Longitude,Client Name,Client Contact,Client Email,Client Phone,Contract Reference,Notes
Majestic Wine 115 N Station Rd Colchester CO1 1SB United Kingdom,103 North Station Road Colchester Essex,Colchester, CO1 1SB,51.89644623,0.895988584,OSS,,helpdesk@ossmanagedservices.com,,,
Majestic Wine 27 129 Goldsworth Rd Woking GU21 6LR,119a Goldsworth Road Woking Surrey,Woking,GU21 6LR,51.316792,-0.567906,OSS,,helpdesk@ossmanagedservices.com,,,
Majestic Wines 18 19 Woodbridge Rd Guildford GU1 1DY,14 Woodbridge Road Guildford Surrey,Guildford, GU1 1DY,51.24528885,-0.576813936,OSS,,helpdesk@ossmanagedservices.com,,,
The Broadway Wimbledon London SW19 1NE,153 The Broadway London,London,SW19 1NE,51.4190396,-0.1988863,OSS,,noreply@thecontactpeople.co.uk,,,
majestic wines 42 Hastings Rd London W13 8QH United Kingdom,21 Hastings Road London,London,W13 8QH,51.5135356,-0.3147484,OSS,,helpdesk@ossmanagedservices.com,,,
23 Friary Street Guildford GU1 4EH,23 Friary Street Guildford GU1 4EH, Guildford,GU1 4EH,51.235476,-0.576281,OSS,,helpdesk@ossmanagedservices.com,,,
Majestic Wines467 471 Hagley RoadBirminghamB66 4AU,247 Fitness Birmingham Gym Hagley Road Smethwick West Midlands,Smethwick,B66 4AU,52.4730736,-1.9673956,OSS,,mailto:noreply@thecontactpeople.co.uk,,,
Majestic Wines Vauxhall London SE11 5AW,Barcode Vauxhall Ltd Railway Arch 69 Goding Street London,London,SE11 5AW,51.48677,-0.123276,OSS,,helpdesk@ossmanagedservices.com,020 7587 1830,,
Majestic wines Covent Garden 24 25 Drury Ln London WC2B 5RH United Kingdom,Bloch UK Ltd 35 Drury Lane London,London,WC2B 5RH,51.514652,-0.123571,OSS,,helpdesk@ossmanagedservices.com,,,
Majestic Wines Unit 1 42 Chatsworth Road Chesterfield S40 2AQ,Express Hand Carwash Chesterfield Ltd 34 Chatsworth Road Chesterfield Derbyshire,Chesterfield,S40 2AQ,53.23532104,-1.439796686,OSS,,helpdesk@ossmanagedservices.com,07702 847270,,
New Road Basingstoke Basingstoke RG21 7PD,Majestic Wine Warehouse New Road Basingstoke Hampshire,Basingstoke,RG21 7PD,51.26183701,-1.086186528,OSS,,noreply@thecontactpeople.co.uk,,,
Thorpe Park Shark Hotel KT16 8PN,1 Burley Manor Burley Orchard Staines Lane Chertsey Surrey,Chertsey,KT16 8PS,51.395141,-0.505088,Paratus Limited,,ed@paratus.org.uk,,,
Roehampton University London SW15 5PU,177 Trongate Glasgow,Glasgow,SW15 5PU,51.456267,-0.244,Paratus Limited,,ed@paratus.org.uk,,,
The Ambassadors The Peacocks Centre Woking GU21 6GQ,Ambassadors Cinema The Peacock Centre 1 9 Commercial Way Woking Surrey,Woking,GU21 6GQ,51.32026,-0.55937,Paratus Limited,,ed@paratus.org.uk,,,
Legoland Hotel Berkshire Windsor SL4 4AY,Badgers Cafe Unit 27 Victoria Centre Mostyn Street Llandudno Gwynedd,Llandudno,SL4 4AY,51.4628334,-0.647807419,Paratus Limited,,ed@paratus.org.uk,,,
Roehampton Ln London SW15 5PJ United Kingdom,Froebel Catering At Froebel College Roehampton Lane London,London,SW15 5PJ,51.455129,-0.246018,Paratus Limited,,ed@paratus.org.uk,,,
Hook Rd Arena Epsom KT19 8QG,Horton Park Golf Country Club Hook Road Epsom Surrey,Epsom,KT19 8QG,51.355133,-0.276595,Paratus Limited,,ed@paratus.org.uk,,,
Thorpe Park Resort Chertsey KT16 8PN,Leisure Sports Ltd Staines Lane Chertsey Surrey,Chertsey,KT16 8PN,51.40424,-0.513418,Paratus Limited,,ed@paratus.org.uk,7585308775,,
Royal Holloway University of London Egham TW20 0EQ,Royal Holloway University of London Reid Hall Egham Hill Egham Surrey,Egham,TW20 0EQ,51.424625,-0.561661,Paratus Limited,,ed@paratus.org.uk,,,
Sinclairs Laundry London N18 2HE,Sinclair Laundry Ltd Brettenham Road London,London,N18 2HE,51.61789867,-0.059567023,Paratus Limited,,ed@paratus.org.uk,,,
Morris Spottiswood Fintry Nursery Crulreuch Avenue Fintry G63 0YB,1 Culcreuch Avenue Fintry Glasgow,Glasgow,G63 0YB,56.05574799,-4.224118233,Prime Secure,,michael.griffin@prime-secure.co.uk,,,
Royal Highland Show Ingliston Newbridge EH28 8NB,1 Ingliston Gardens Ingliston Newbridge Midlothian,Newbridge,EH28 8NB,55.94110958,-3.369119622,Prime Secure,,kieran.craig@prime-secure.co.uk,,,
Slamdunk Festival Hatfield Park Great North Road AL9 5NB,1 Park Cottages Hatfield Park Hatfield Hertfordshire,Hatfield,AL9 5NB,51.7575441,-0.2049857,Prime Secure,,iain.warburton@prime-secure.co.uk,,,
Persimmon Homes Kings Loan Gilmerton Station Road EH17 8RZ,10 Gilmerton Station Road Edinburgh,Edinburgh, EH17 8RZ,55.90079867,-3.126354926,Prime Secure,,Monitoring@prime-secure.co.uk,07944 912 327,,
Nixon Construction 20 Bridge Street Paisley PA1 1XN,20 Bridge Street Paisley Renfrewshire,Paisley, PA1 1XN,55.8432579,-4.42169857,Prime Secure,,Monitoring@prime-secure.co.uk,07944 912 327,,
Pegasus House 17 Burleys Way LE1 3BH,38 Abbey Street Leicester Leicestershire,Leicester,LE1 3TD,52.639551,-1.133973,Prime Secure,,iain.warburton@prime-secure.co.uk,,,
Avenuehead Road Moodiesburn G69 8HN,Avenuehead Farm Avenuehead Road Gartcosh Glasgow,Glasgow,G69 8HN,55.90565491,-4.078935146,Prime Secure,,michael.griffin@prime-secure.co.uk,,,
George Leslie Glenlee Substation Castle Douglas DG7 3SF,Blackbank Glenlee New Galloway Castle Douglas Kirkcudbrightshire,Castle Douglas,DG7 3SF,55.097614,-4.185187,Prime Secure,,michael.griffin@prime-secure.co.uk,,,
Engie Sighthill court EH11 4EU,Blenham House Nursing Home 3 Sighthill Court Edinburgh,Edinburgh,EH11 4EU,55.923576,-3.288183,Prime Secure,,michael.griffin@prime-secure.co.uk,,,
Moon Tour Southampton SO14 2FT,Burger King UK Ltd West Bargate Southampton Hampshire,Southampton, SO14 2FT,50.902298,-1.40552,Prime Secure,,iain.warburton@prime-secure.co.uk,,,
Old Trafford Cricket Ground M16 0PX,Caffe Nero Brian Statham Way Old Trafford Manchester,Manchester,M16 0PX,53.45724487,-2.287636995,Prime Secure,,iain.warburton@prime-secure.co.uk,,,
Royal Derby Epsom KT18 5LQ,Conference Sales Office Epsom Downs Racecourse Epsom Downs Epsom Surrey,Epsom,KT18 5LQ,51.312529,-0.253799,Prime Secure,,iain.warburton@prime-secure.co.uk,0345 88 88 333,,
Robertson Pennywell Road EH4 4QL,Crawford Gowans Solicitors 36 Muirhouse Crescent Edinburgh,Edinburgh,EH4 4QL,55.971241,-3.254582405,Prime Secure,,Monitoring@prime-secure.co.uk,,,
Croydon Delta Point 35 Wellesley Road CR0 2GY,Flat 345 Delta Point 35 Wellesley Road Croydon Surrey,Croydon,CR0 2NY,51.3786535,-0.1002073,Prime Secure,,iain.warburton@prime-secure.co.uk,0345 88 88 333,,
Muster point Midras Rugby Club Old Station Rd St Andrews KY16 9SP,Old Course Hotel St Andrews Fife,St Andrews,KY16 9SP,56.343641,-2.812091,Prime Secure,,craig.chalmers@prime-secure.co.uk,,,
Persimmon Homes Old Craighall Road EH21 8RE,Old Course Hotel St Andrews Fife,St Andrews,EH21 8RE,55.925729,-3.062593,Prime Secure,,Monitoring@prime-secure.co.uk,07944 912 327,,
Muir Construction Glenmorangie Alba Campus Livingston EH54 7LW,The Glenmorangie Co Ltd Macdonald House Rosebank Livingston West Lothian,Livingston,EH54 7LW,55.87094879,-3.54694891,Prime Secure,,michael.griffin@prime-secure.co.uk,,,
Flat 23 Dryden Court Renfrew Road SE11 4NH,1 Dryden Court Renfrew Road London,London,SE11 4NH,51.491908,-0.107219,Purple Bricks,,,,,
Baytree Centre Brentwood Essex CM14 4BX,10 Baytree Centre Brentwood Essex,Brentwood,CM14 4BX,51.618603,0.301098,Red Support Services,,cleaning@guardianfm.co.uk,07516 031 400,,
Canvey Island Essex SS8 0JA,1 Bradley Court Long Road Canvey Island Essex,Canvey Island,SS8 0JA,51.51996231,0.588940799,SB Security Solutions Ltd,,steve.langley@sbsecuritysolutions.co.uk,,,
Hamlet Court Road Westcliff on sea Essex SS0 7UA,1 Claremont Close Westcliff on Sea Essex,Westcliff on Sea,SS0 7UA,51.54284668,0.696480751,SB Security Solutions Ltd,,steve.langley@sbsecuritysolutions.co.uk,,,
Crown Road Car Park Grays Exxex RM17 6QX,25 Stanley Road Grays Essex,Grays,RM17 6QX,51.476027,0.325596,SB Security Solutions Ltd,,steve.langley@sbsecuritysolutions.co.uk,,,
Adult Learning Centre Brentwood Essex CM13 1BD,Adult Community Learning Bishops Hill Rayleigh Road Hutton Brentwood Essex,Brentwood,CM13 1BD,51.632264,0.337917,SB Security Solutions Ltd,,steve.langley@sbsecuritysolutions.co.uk,,,
Barclays Woolwich Greenwich London SE18 6FL,1 Cadet House 2 Victory Parade Greenwich London,London,SE18 6FL,51.4915668,0.0709546,Securitas UK,,communications.centre@securitas.uk.com,,,
Sovereign House BN1 1RA,1 Church Street Brighton East Sussex,Brighton,BN1 1UJ,50.82450485,-0.140064627,Securitas UK,,communications.centre@securitas.uk.com,,,
East Midlands Designer outlet Mansfield Road South Alfreton DE55 2JW,1 Grand Hotel Buildings Percy Street Newcastle upon Tyne Tyne and Wear,Newcastle upon Tyne,DE55 2JW,53.10673765,-1.310224491,Securitas UK,,communications.centre@securitas.uk.com,,,
HSBC Glasgow Buchanan street 2 Buchanan street Glasgow GL1 3LB,1 Holland Court Denmark Road Gloucester Gloucestershire,Gloucester,GL1 3LB,51.87011719,-2.228996754,Securitas UK,,communications.centre@securitas.uk.com,,,
HSBC Porthmadog 62 high street LL49 9LN,1 Lisle Lane Ely Cambridgeshire,Ely,LL49 9LN,52.925645,-4.131711,Securitas UK,,communications.centre@securitas.uk.com,,,
HSBC Boston 5354 high st Boston Lincoinshire PE21 6SL,1 St Peters Lane Boston Lincolnshire,Boston, PE21 6SL,52.98002423,-0.019635967,Securitas UK,,communications.centre@securitas.uk.com,,,
The Helm 2nd floor 37 Holdenhurst Road Bournemouth BH8 8GX,1 Stirling Lodge Rocky Lane Haywards Heath West Sussex,Haywards Heath,BH8 8GX,50.723836,-1.866304,Securitas UK,,communications.centre@securitas.uk.com,,,
Imperial Hotel Barrow in Furness LA14 2NU,10 Lawson Street Barrow in Furness Cumbria,Barrow in Furness,LA14 2NU,54.11140705,-3.2303343,Securitas UK,,communications.centre@securitas.uk.com,,,
Reach Old Hall Street Liverpool L3 9PP,101 Ralli House 60 Old Hall Street Liverpool Merseyside,Liverpool, L3 9PP,53.40915187,-2.994721828,Securitas UK,,communications.centre@securitas.uk.com,,,
Trimbridge House Trim House Bath BA1 1HB,11 Trim Street Bath Somerset,Bath,BA1 1HB,51.3825323,-2.3614369,Securitas UK,,communications.centre@securitas.uk.com,,,
McArthur Glen Ashford TN24 0SD,111 Ashford Designer Outlet Kimberley Way Ashford Kent,Ashford,TN24 0SD,51.136378,0.877469,Securitas UK,,communications.centre@securitas.uk.com,,,
12 Quays Stena port Birkenhead Liverpool CH41 1FE,12 Quays Terminal Tower Road Birkenhead Merseyside,Birkenhead,CH41 1FE,53.402478,-3.01675,Securitas UK,,communications.centre@securitas.uk.com,,,
Cleveland Clinic 33 Grosvenor Place Belgravia London SW1X 7HY,15 Kinsey Road Ellesmere Port Merseyside,Ellesmere Port,SW1X 7HY,51.4993104,-0.1487881,Securitas UK,,communications.centre@securitas.uk.com,,,
Cheshire Oaks Designer Outlet Kinsey Road Ellesmere Port CH65 9JJ,15 Kinsey Road Ellesmere Port Merseyside,Ellesmere Port,CH65 9JJ,53.263323,-2.88151,Securitas UK,,communications.centre@securitas.uk.com,,,
Aggreko Technology Centre City Park 368 Alexandria Parade Glasgow G31 3AU,15 Kinsey Road Ellesmere Port Merseyside,Ellesmere Port,G31 3AU,55.86408997,-4.223280907,Securitas UK,,communications.centre@securitas.uk.com,,,
Beaverbank Office Park Logie Green Road Edinburgh EH7 4HG,15 Logie Mill Edinburgh,Edinburgh,EH7 4HG,55.96547318,-3.193934202,Securitas UK,,communications.centre@securitas.uk.com,,,
Kimberly Clark Limited Gravesend DA11 9AD,16 Lochside Avenue Edinburgh,Edinburgh,DA11 9AD,51.444267,0.339813,Securitas UK,,communications.centre@securitas.uk.com,,,
JLT Lochside House Lochside Avenue Edinburgh Park EH12 9DJ,16 Lochside Avenue Edinburgh,Edinburgh, EH12 9DJ   ,55.931356,-3.317253,Securitas UK,,communications.centre@securitas.uk.com,,,
HSBC Bank 15 Lammas St Carmarthen SA31 3AQ,17 Lammas Street Carmarthen Carmarthenshire,Carmarthen,SA31 3AQ,51.856657,-4.31031888,Securitas UK,,communications.centre@securitas.uk.com,,,
Valneva Brucefield 1B Young Square Brucefield Industrial Estate Livingston West Lothian EH54 9BX,1a Young Square Brucefield Industrial Estate Livingston West Lothian,Livingston,EH54 9BX,55.86323,-3.53546,Securitas UK,,communications.centre@securitas.uk.com,,,
Hilti Unit 1E Seafield Industrial Estate Edinburgh EH15 1TB,1e Seafield Way Edinburgh,Edinburgh, EH15 1TB,55.964642,-3.132546,Securitas UK,,communications.centre@securitas.uk.com,+44 7484 518 080,,
Barclays Glasgow City Centre Barclays 1 Clyde Place Lane Glasgow G5 8DP,2 Clyde Place Lane Glasgow Lanarkshire,Glasgow,G5 8DP,55.8549623,-4.2597765,Securitas UK,,communications.centre@securitas.uk.com,,,
Barclays Nottingham High Street 1 3 Victoria Street Nottingham NG1 2EN,2 High Street Nottingham Nottinghamshire,Nottingham,NG1 2EN,52.95335388,-1.147136092,Securitas UK,,communications.centre@securitas.uk.com,,,
Valneva 1B Young Square Brucefield Industrial Park Livingston EH54 9DJ,2 Hutton Square Brucefield Industrial Estate Livingston West Lothian,Livingston,EH54 9DJ,55.864148,-3.533898,Securitas UK,,communications.centre@securitas.uk.com,44 7484 518 080,,
Barclays Hastings HALIFAX 1 Queens Road Hastings TN34 1QP,2 Queens Road Hastings East Sussex,Hastings,TN34 1QP,50.855501,0.580195,Securitas UK,,communications.centre@securitas.uk.com,,,
HSBC Bank PLC 2Buchannan street G1 3LB,21 8 Buchanan Street Glasgow,Glasgow,G1 3LB,55.85850906,-4.254393578,Securitas UK,,communications.centre@securitas.uk.com,,,
barclays 16 Tranquil Vale Blackheath London SE3 0AX,22A Tranquil Vale London,London,SE3 0AX,51.46627045,0.009024258,Securitas UK,,communications.centre@securitas.uk.com,,,
OYO Imperial Hotel 38 40 Cornwallis St Barrow in Furness LA14 2LG,26 Cornwallis Street Barrow in Furness Cumbria,Barrow in Furness,LA14 2LG,54.11152389,-3.229743444,Securitas UK,,communications.centre@securitas.uk.com,,,
Barclays branch 19A Union Street Inverness IV1 1QA,27 Union Street Inverness Inverness Shire,Inverness, IV1 1QA,57.478339,-4.226429,Securitas UK,,communications.centre@securitas.uk.com,7747756575,,
Barclays Camden London NW1 7PJ,32a Ripple Road Barking Essex,Barking,NW1 7PJ,51.53908157,-0.143063486,Securitas UK,,communications.centre@securitas.uk.com,,,
Barclays Norbury London SW16 4BX,32a Ripple Road Barking Essex,Barking,SW16 4BX,51.410335,-0.123532,Securitas UK,,communications.centre@securitas.uk.com,,,
Barclays Barking Essex IG11 7PG,32a Ripple Road Barking Essex,Barking, IG11 7PG,51.536387,0.080643,Securitas UK,,communications.centre@securitas.uk.com,,,
Wembley National Stadium Greater London HA9 0WS,33 Grosvenor Place London Greater London,London,HA9 0WS,51.55670929,-0.279677719,Securitas UK,,communications.centre@securitas.uk.com,,,
Twickenham Stadium 200 Whitton Rd Twickenham TW2 7BA,33 Grosvenor Place London Greater London,London,TW2 7BA,51.4551506,-0.340150774,Securitas UK,,communications.centre@securitas.uk.com,,,
HSBC 2 6 Gallowtree Leicester LE1 1DA,38 Gallowtree Gate Leicester Leicestershire,Leicester,LE11DA,52.63541031,-1.131711841,Securitas UK,,communications.centre@securitas.uk.com,,,
Trespass Vermont House 149 Vermont Street Glasgow G41 1LU,39 Vermont Street Glasgow,Glasgow,G41 1LU,55.84851837,-4.282011986,Securitas UK,,communications.centre@securitas.uk.com,,,
Beaverbank Office Park Logie Mill Edinburgh EH7 4HB,41 Logie Green Road Edinburgh,Edinburgh,EH7 4HB,55.96470642,-3.196041346,Securitas UK,,communications.centre@securitas.uk.com,44 7484 518 080,,
HSBC Allerton Rd Liverpool L18 2DA,45 Allerton Road Mossley Hill Liverpool Merseyside,Liverpool,L18 2DA,53.38699341,-2.909043312,Securitas UK,,communications.centre@securitas.uk.com,,,
463 465 Brixton Rd Brixton London SW9 8HL,463 Brixton Road London,London,SW9 8HL,51.46176529,-0.115050815,Securitas UK,,communications.centre@securitas.uk.com,,,
Thames Water NW6 4RY,47a Belsize Road London,London,NW6 4RY,51.5422041,-0.1787351,Securitas UK,,communications.centre@securitas.uk.com,+44 7483 374 570,,
Barclays Kingsbury Rd London NW9 9EG,503a Kingsbury Road London,London,NW9 9EG,51.58488464,-0.278613806,Securitas UK,,communications.centre@securitas.uk.com,,,
Barclays Manchester Longsight District Centre M12 4JH,531 Stockport Road Manchester,Manchester, M12 4JH,53.457145,-2.200349,Securitas UK,,communications.centre@securitas.uk.com,,,
Boston Market Place PE21 6LS,57 Market Place Boston Lincolnshire,Boston,PE21 6LS,52.977805,-0.025041,Securitas UK,,communications.centre@securitas.uk.com,07415 634392,,
Barclays EDF on Barnett Way Green Fence GL4 3RU,74 Hucclecote Road Gloucester Gloucestershire,Gloucester,GL3 3RU,51.85580896,-2.18931186,Securitas UK,,communications.centre@securitas.uk.com,,,
Unit 15 Houston Place Kingston Bay Trading Estate Glasgow G5 8SG,82 Seaward Street Glasgow,Glasgow,G41 1HJ,55.85245132,-4.277896881,Securitas UK,,communications.centre@securitas.uk.com,,,
HSBC Lord Street Liverpool L2 6PG,85 Lord Street Liverpool Merseyside,Liverpool, L2 6PG,53.4056974,-2.9865039,Securitas UK,,communications.centre@securitas.uk.com,,,
Hilti store Glasgow Unit 7 Kingston Bridge Training Houston Place Glasgow G5 8BG,86 Tradeston Street Glasgow,Glasgow,G5 8BG,55.85214233,-4.264489651,Securitas UK,,communications.centre@securitas.uk.com,4.48E+11,,
Barclays Argle Street Glasgow G2 8BJ,87 Argyle Street Glasgow,Glasgow,G2 8BJ,55.85765839,-4.252826214,Securitas UK,,communications.centre@securitas.uk.com,,,
Ab Inbev Magor Brewery NP26 3RA,A B Inbev UK Ltd Magor Brewery Wilcrick Magor Caldicot Monmouthshire,Caldicot,NP26 3RA,51.585059,-2.845769,Securitas UK,,communications.centre@securitas.uk.com,,,
Teva Abbotts Park unit 7 Monks Way Preston Brook runcorn WA7 3GH,A D Aerospace Ltd Unit 5 Monks Way Preston Brook Runcorn Cheshire,Runcorn,WA7 3GH,53.31740952,-2.658859491,Securitas UK,,communications.centre@securitas.uk.com,+447984 560664,,
Carvela Unit 125 York Designer Outlet St Nicholas Avenue York YO19 4TA,Adidas McArthur Glen Designer Outlet Village St Nicholas Avenue Fulford York North Yorkshire,York,YO19 4TA,53.921901,-1.07872,Securitas UK,,communications.centre@securitas.uk.com,,,
McArthurGlen Designer Outlet The Derwen Bridgend CF32 9SU,Adidas UK Ltd Unit 24 26 Designer Outlet Village Bridgend Mid Glamorgan,Bridgend,CF32 9SU,51.531628,-3.578613,Securitas UK,,communications.centre@securitas.uk.com,,,
Peel Doncaster Sheffield Airport Ltd Heyford house Doncaster DN9 3RH,Aerospace N D T Ltd Heyford House First Avenue Finningley Doncaster South Yorkshire,Doncaster,DN9 3RH,53.48313904,-1.010176182,Securitas UK,,communications.centre@securitas.uk.com,1616551400,,
Leonardos Helicopters Lysander Rd BA202YB,Agusta Westland Lysander Road Yeovil Somerset,Yeovil,BA202YB ,50.934366,-2.651751,Securitas UK,,communications.centre@securitas.uk.com,,,
Halo 1 Temple Street Redcliffe Bristol BS1 6EU,Amdaris Aurora Finzels Reach Bristol,Bristol,BS1 6EU,51.45333099,-2.587180376,Securitas UK,,communications.centre@securitas.uk.com,,,
ARLA Oakthrope N13 6BU,Arla Foods PLC Oakthorpe Estate London,London,N13 6BU,51.61484146,-0.094199248,Securitas UK,,communications.centre@securitas.uk.com,,,
viation Bitumen Terminal Grain Rd Wallend Rochester ME3 0HA,B P Oil UK Ltd Strath Services Grain Road Isle of Grain Rochester Kent,Rochester,ME3 0HA,51.44586182,0.677520037,Securitas UK,,communications.centre@securitas.uk.com,01622 685722,,
Valneva Brucefield EH54 9DH,B V S International Ltd 3 Drummond Square Brucefield Industrial Estate Livingston West Lothian,Livingston,EH54 9DH,55.865047,-3.533934,Securitas UK,,communications.centre@securitas.uk.com,,,
Barclays 1 Clyde Place Lane Glasgow G5 8AQ,Babylon Cafe 9 Clyde Place Glasgow,Glasgow, G5 8AQ,55.85448,-4.260456,Securitas UK,,communications.centre@securitas.uk.com,,,
Wren Kitchens Scotland Off B7078 Carlisle Road Broken Cross Open cast Lesmaghow ML11 9PB,Baillieshall Farm Douglas Lanark Lanarkshire,Lanark,ML11 9PB,55.603286,-3.815783,Securitas UK,,communications.centre@securitas.uk.com,,,
Balfour beatty Edinburgh road ML7 5DT,Balfour Beatty Ltd Edinburgh Road Shotts Lanarkshire,Shotts,ML7 5DT,55.8067131,-3.773995876,Securitas UK,,communications.centre@securitas.uk.com,,,
BARCLAYS Barclay House 1 Wimborne Road Poole Dorset BH15 2BB,Barclays Bank International PLC PO Box 12 Poole Dorset,Poole, BH15 2BB,50.71556854,-1.985666871,Securitas UK,,communications.centre@securitas.uk.com,,,
barclays 137 Ladbroke Grove Notting Hill London W11 1PR,Barclays Bank PLC 137 Ladbroke Grove London,London,W11 1PR,51.51661301,-0.209787324,Securitas UK,,communications.centre@securitas.uk.com,4.47E+12,,
Barclays Walworth SE17 1JF,Barclays Bank PLC 260 Walworth Road London,London,SE17 1JF,51.48804685,-0.09585192,Securitas UK,,communications.centre@securitas.uk.com,4.47E+11,,
Barclays Crew Market Street CW1 2ET,Barclays Bank PLC 38 Market Street Crewe Cheshire,Crewe,CW1 2ET,53.09770203,-2.440949917,Securitas UK,,communications.centre@securitas.uk.com,1213220572,,
Barclays Noel Park London N22 6DH,Barclays Bank PLC 62 High Road London,London,N22 6DH,51.59265137,-0.105580673,Securitas UK,,communications.centre@securitas.uk.com,,,
Barclays Lewisham London SE13 6BB,Barclays Bank PLC 93 Lewisham High Street London,London,SE13 6BB,51.46230806,-0.009711437,Securitas UK,,communications.centre@securitas.uk.com,,,
Barclays Edgware Middx HA8 7RY,Barclays Bank PLC Computer Centre Barnett Way Barnwood Gloucester Gloucestershire,Gloucester,HA8 7RY,51.61239624,-0.276894569,Securitas UK,,communications.centre@securitas.uk.com,4.48E+11,,
Barclays HAMMERSMITH Securitas W6 9HY,Barclays Bank PLC Computer Centre Barnett Way Barnwood Gloucester Gloucestershire,Gloucester,W6 9HY,51.49247742,-0.228192195,Securitas UK,,communications.centre@securitas.uk.com,,,
Barclays Radbroke Hall Knutsford WA16 8EU,Barclays Bank PLC Computer Centre Barnett Way Barnwood Gloucester Gloucestershire,Gloucester,WA16 8EU,53.306474,-2.364642,Securitas UK,,communications.centre@securitas.uk.com,,,
Barclays Gadbroke House Northwich CW9 7RB,Barclays Bank PLC Octagon House Gadbrook Park Rudheath Northwich Cheshire,Northwich,CW9 7RB,53.24780655,-2.485818624,Securitas UK,,communications.centre@securitas.uk.com,,,
Barclays Gloucester Barnwood Data Centre GL1 2DH,Barclays Bank PLC Radbroke Hall Knutsford Cheshire,Knutsford,GL1 2DH,51.86515427,-2.246645451,Securitas UK,,communications.centre@securitas.uk.com,,,
Barclays Radbroke Hall Knutsford WA16 9EU,Barclays Bank PLC Radbroke Hall Knutsford Cheshire,Knutsford,WA16 9EU,53.271463,-2.349349,Securitas UK,,communications.centre@securitas.uk.com,1924221940,,
Bravo Auto Halifax Rd Shelf Halifax HX3 7JT,Barclays Bank PLC Radbroke Hall Knutsford Cheshire,Knutsford,HX3 7JT,53.7504052,-1.8174287,Securitas UK,,communications.centre@securitas.uk.com,+44 7901104223,,
Barclays Corporate Octagon House Gadbrook Park Northwich CW9 7UE,Barclays Bank Trust Co Ltd Osborne Court Gadbrook Park Rudheath Northwich Cheshire,Northwich,CW9 7UE,53.24653244,-2.485204697,Securitas UK,,communications.centre@securitas.uk.com,,,
Barclays Cadarn Avenune Business Park Cardiff CF23 8FF,Barclays Cadarn Avenune Business Park Cardiff CF23 8FF,Cardiff,CF23 8FF,51.530467,-3.138694,Securitas UK,,communications.centre@securitas.uk.com,,,
Autosmart Lynn Lane Shenstone WS14 0DH,Baxter Storey Pollards Wood Chalfont St Giles Buckinghamshire,Chalfont St Giles,WS14 0DH,52.639027,-1.85219,Securitas UK,,communications.centre@securitas.uk.com,,,
Pollards Wood MGCORE NIGHTINGALES LN CHALFONT SAINT GILES HP8 4SP,Baxter Storey Pollards Wood Chalfont St Giles Buckinghamshire,Chalfont St Giles,HP8 4SP,51.6553688,-0.571856976,Securitas UK,,communications.centre@securitas.uk.com,07789 476107,,
BP Hemel Hampstead Green Lane HP2 7HZ,British Pipeline Agency Ltd Green Lane Hemel Hempstead Hertfordshire,Hemel Hempstead,HP2 7HZ,51.76433182,-0.428102612,Securitas UK,,communications.centre@securitas.uk.com,,,
Worthing Hospital West Sussex BN11 2DH,Broadwater Unit Lyndhurstreet Road Worthing West Sussex,Worthing,BN11 2DH,50.81668348,-0.363403734,Securitas UK,,communications.centre@securitas.uk.com,,,
Buoyant Upholstery Nelson Hallam Road BB9 8AJ,Buoyant Upholstery Ltd Oak Bank Mill Hallam Road Nelson Lancashire,Nelson,BB9 8AJ,53.83979797,-2.202280283,Securitas UK,,communications.centre@securitas.uk.com,,,
Burnley college BB12 OAN,Burnley College Princess Way Burnley Lancashire,Burnley,BB12 0AN,53.79404068,-2.248496532,Securitas UK,,communications.centre@securitas.uk.com,,,
Alliance Healthcare CO Hovis 1 Thames Gateway Park Cheats Road Dagenham London RM9 6RH,Buzl Vending Services Unit 4 Thames Gateway Park Choats Road Dagenham Essex,Dagenham,RM9 6RH,51.5240097,0.142359674,Securitas UK,,communications.centre@securitas.uk.com,,,
Hilti Glasgow Repair G71 5PF,Caledonian Plywood Co 1 Cardowan Park Uddingston Glasgow,Glasgow,G71 5PF,55.83561707,-4.063010216,Securitas UK,,communications.centre@securitas.uk.com,,,
Longwood drive Cardiff CF14 7YT,Cardiff Laboratories Forest Farm Road Whitchurch Cardiff South Glamorgan,Cardiff,CF14 7YT,51.52299,-3.2511,Securitas UK,,communications.centre@securitas.uk.com,,,
Celsa steel Castle works CF24 5NN,Celsa Manufacturing UK Ltd Building 58 Castle Works East Moors Road Cardiff South Glamorgan,Cardiff,CF24 5NN,51.470897,-3.157528,Securitas UK,,communications.centre@securitas.uk.com,,,
Cruise Terminal Western Docks Dover Kent CT17 9DQ,Cinque Ports Arms Clarence Place Dover Kent,Dover,CT17 9DQ,51.115055,1.309156,Securitas UK,,communications.centre@securitas.uk.com,,,
Boxing Event Epsom KT18 5LQ,Conference Sales Office Epsom Downs Racecourse Epsom Downs Epsom Surrey,Epsom,KT18 5LQ,51.312529,-0.253799,Securitas UK,,communications.centre@securitas.uk.com,(0) 203 500 1905,,
Port of Dover United Kingdom CT17 9BU,Core Operational And Services Team Ltd Harbour House Waterloo Crescent Dover Kent,Dover,CT17 9BU,51.12036,1.312394,Securitas UK,,communications.centre@securitas.uk.com,,,
